container_id,bol,origin_port,destination_port,carrier,mode,sku_count,container_value_usd,criticality,planned_departure_date,planned_arrival_date,actual_arrival_date,delay_days,CUSTOMS_RELEASED,DELIVERED_TO_NODE,DESTINATION_GATE_OUT,DESTINATION_PORT_ARRIVAL,EMPTY_RETURNED,LOADED_ON_VESSEL,ORIGIN_GATE_IN,VESSEL_DEPARTED,VESSEL_DISCHARGE,port_arrival_to_discharge_days,discharge_to_customs_days,customs_to_gateout_days,gateout_to_delivery_days,delivery_to_empty_return_days,arrival_to_empty_return_days,ACCESSORIAL,BASE,CHASSIS,DEMURRAGE,DETENTION,FUEL,PRE_PULL,STORAGE,total_accessorial_cost,total_cost,has_accessorial_risk,delay_risk_label,recommended_action_label
CONT1001100,BOL2024101100,Singapore,New York/New Jersey,NorthStar,STANDARD_OCEAN,43,38035.34,MEDIUM,2024-05-19,2024-06-08,2024-06-12,4,2024-06-18,2024-06-20,2024-06-19,2024-06-12,2024-06-29,2024-05-16,2024-05-12,2024-05-19,2024-06-14,2,4,1,1,9,17,740.0,4747.29,362.18,0.0,0.0,989.49,787.54,0.0,1889.72,7626.5,1,0,WAIT_AND_MONITOR
CONT1001101,BOL2024101101,Singapore,New York/New Jersey,NorthStar,STANDARD_OCEAN,54,39760.64,MEDIUM,2025-09-10,2025-10-11,2025-10-15,4,2025-10-20,2025-10-23,2025-10-20,2025-10-15,2025-11-01,2025-09-09,2025-09-05,2025-09-10,2025-10-15,0,5,0,3,9,17,0.0,3925.17,337.23,0.0,0.0,568.51,0.0,0.0,337.23,4830.91,0,0,WAIT_AND_MONITOR
CONT1001102,BOL2024101102,Busan,Savannah,NorthStar,STANDARD_OCEAN,98,23098.32,MEDIUM,2025-07-19,2025-08-20,2025-09-05,16,2025-09-11,2025-09-15,2025-09-13,2025-09-05,2025-09-16,2025-07-18,2025-07-12,2025-07-19,2025-09-06,1,5,2,2,1,11,0.0,3360.72,320.19,1859.31,0.0,411.42,0.0,0.0,2179.5,5951.639999999999,1,1,PRE_PULL_OR_PRIORITY_DRAYAGE
CONT1001103,BOL2024101103,Ningbo,Long Beach,NorthStar,STANDARD_OCEAN,135,100648.69,LOW,2025-09-11,2025-09-29,2025-10-02,3,2025-10-03,2025-10-06,2025-10-06,2025-10-02,2025-10-16,2025-09-10,2025-09-07,2025-09-11,2025-10-03,1,0,3,0,10,14,0.0,3113.68,0.0,0.0,0.0,308.04,0.0,0.0,0.0,3421.72,0,0,WAIT_AND_MONITOR
CONT1001104,BOL2024101104,Singapore,Long Beach,PacificLine,STANDARD_OCEAN,101,30960.78,LOW,2024-10-02,2024-11-02,2024-11-11,9,2024-11-12,2024-11-17,2024-11-17,2024-11-11,2024-11-27,2024-09-30,2024-09-29,2024-10-02,2024-11-11,0,1,5,0,10,16,767.65,2614.32,291.36,0.0,0.0,538.89,0.0,350.14,1409.15,4562.36,1,1,WAIT_AND_MONITOR
CONT1001105,BOL2024101105,Shanghai,Los Angeles,PacificLine,STANDARD_OCEAN,102,27308.6,LOW,2025-05-09,2025-06-18,2025-06-20,2,2025-06-25,2025-07-02,2025-06-28,2025-06-20,2025-07-09,2025-05-08,2025-05-02,2025-05-09,2025-06-20,0,5,3,4,7,19,0.0,3337.33,337.09,0.0,0.0,678.76,0.0,0.0,337.09,4353.18,0,0,WAIT_AND_MONITOR
CONT1001106,BOL2024101106,Shanghai,Savannah,NorthStar,STANDARD_OCEAN,79,33149.84,MEDIUM,2024-03-22,2024-04-13,2024-04-30,17,2024-05-06,2024-05-12,2024-05-11,2024-04-30,2024-05-20,2024-03-19,2024-03-17,2024-03-22,2024-05-03,3,3,5,1,8,20,0.0,3143.68,0.0,0.0,1172.46,681.52,0.0,0.0,1172.46,4997.66,1,1,UPGRADE_TO_PREMIUM_OPTION
CONT1001107,BOL2024101107,Busan,Savannah,BlueWave,PREMIUM_OCEAN,128,21957.61,MEDIUM,2025-06-19,2025-07-05,2025-07-05,0,2025-07-12,2025-07-18,2025-07-15,2025-07-05,2025-07-21,2025-06-17,2025-06-12,2025-06-19,2025-07-07,2,5,3,3,3,16,0.0,7945.61,379.92,0.0,0.0,1279.98,0.0,0.0,379.92,9605.51,0,0,WAIT_AND_MONITOR
CONT1001108,BOL2024101108,Singapore,Houston,BlueWave,STANDARD_OCEAN,87,160975.87,HIGH,2025-10-10,2025-11-14,2025-12-08,24,2025-12-11,2025-12-14,2025-12-12,2025-12-08,2025-12-17,2025-10-07,2025-10-04,2025-10-10,2025-12-10,2,1,1,2,3,9,0.0,2999.18,0.0,0.0,2634.55,372.88,730.0,0.0,3364.55,6736.610000000001,1,1,ESCALATE_TO_OPS
CONT1001109,BOL2024101109,Ho Chi Minh,Los Angeles,GlobalMar,STANDARD_OCEAN,10,55745.55,LOW,2025-07-01,2025-08-12,2025-08-13,1,2025-08-16,2025-08-21,2025-08-21,2025-08-13,2025-08-28,2025-06-29,2025-06-25,2025-07-01,2025-08-14,1,2,5,0,7,15,0.0,5014.16,259.55,0.0,0.0,783.13,0.0,0.0,259.55,6056.84,0,0,WAIT_AND_MONITOR
CONT1001110,BOL2024101110,Busan,New York/New Jersey,PacificLine,STANDARD_OCEAN,92,21103.5,LOW,2025-04-25,2025-05-31,2025-05-31,0,2025-06-01,2025-06-07,2025-06-04,2025-05-31,2025-06-16,2025-04-23,2025-04-16,2025-04-25,2025-06-01,1,0,3,3,9,16,539.9,3125.66,426.88,0.0,0.0,391.26,825.98,0.0,1792.7600000000002,5309.679999999999,1,0,WAIT_AND_MONITOR
CONT1001111,BOL2024101111,Busan,Seattle,GlobalMar,STANDARD_OCEAN,17,48194.54,LOW,2024-10-23,2024-11-15,2024-11-15,0,2024-11-19,2024-11-26,2024-11-24,2024-11-15,2024-11-30,2024-10-22,2024-10-14,2024-10-23,2024-11-18,3,1,5,2,4,15,0.0,4623.89,0.0,0.0,0.0,973.11,0.0,0.0,0.0,5597.0,0,0,WAIT_AND_MONITOR
CONT1001112,BOL2024101112,Singapore,Savannah,GlobalMar,STANDARD_OCEAN,23,50416.68,MEDIUM,2025-07-31,2025-08-26,2025-08-26,0,2025-09-01,2025-09-09,2025-09-06,2025-08-26,2025-09-17,2025-07-29,2025-07-25,2025-07-31,2025-08-29,3,3,5,3,8,22,0.0,4010.37,0.0,0.0,0.0,384.34,711.92,0.0,711.92,5106.63,0,0,WAIT_AND_MONITOR
CONT1001113,BOL2024101113,Singapore,New York/New Jersey,PacificLine,STANDARD_OCEAN,21,38910.36,MEDIUM,2024-06-22,2024-07-28,2024-07-29,1,2024-08-02,2024-08-07,2024-08-04,2024-07-29,2024-08-10,2024-06-20,2024-06-16,2024-06-22,2024-07-31,2,2,2,3,3,12,522.95,4346.48,0.0,0.0,0.0,877.44,0.0,0.0,522.95,5746.87,0,0,WAIT_AND_MONITOR
CONT1001114,BOL2024101114,Singapore,Seattle,PacificLine,STANDARD_OCEAN,132,75531.44,MEDIUM,2024-01-28,2024-02-24,2024-02-24,0,2024-02-26,2024-02-28,2024-02-27,2024-02-24,2024-03-09,2024-01-25,2024-01-20,2024-01-28,2024-02-25,1,1,1,1,10,14,803.25,2884.77,0.0,0.0,0.0,460.86,0.0,0.0,803.25,4148.88,1,0,WAIT_AND_MONITOR
CONT1001115,BOL2024101115,Shanghai,Long Beach,PacificLine,STANDARD_OCEAN,72,62009.72,MEDIUM,2024-03-19,2024-04-14,2024-04-22,8,2024-04-27,2024-05-04,2024-05-01,2024-04-22,2024-05-10,2024-03-16,2024-03-15,2024-03-19,2024-04-24,2,3,4,3,6,18,721.89,3825.61,245.68,545.27,345.18,724.89,0.0,325.36,2183.38,6733.880000000001,1,1,UPGRADE_TO_PREMIUM_OPTION
CONT1001116,BOL2024101116,Ningbo,Savannah,GlobalMar,STANDARD_OCEAN,11,34173.37,LOW,2024-10-08,2024-11-03,2024-11-08,5,2024-11-12,2024-11-16,2024-11-13,2024-11-08,2024-11-18,2024-10-06,2024-09-30,2024-10-08,2024-11-09,1,3,1,3,2,10,0.0,3320.22,191.97,0.0,0.0,621.94,0.0,0.0,191.97,4134.13,0,0,WAIT_AND_MONITOR
CONT1001117,BOL2024101117,Singapore,Los Angeles,PacificLine,STANDARD_OCEAN,46,40308.98,MEDIUM,2024-06-27,2024-08-02,2024-08-07,5,2024-08-12,2024-08-19,2024-08-16,2024-08-07,2024-08-20,2024-06-24,2024-06-20,2024-06-27,2024-08-10,3,2,4,3,1,13,0.0,3774.69,628.72,97.45,176.78,562.26,1075.44,0.0,1978.39,6315.339999999999,1,0,WAIT_AND_MONITOR
CONT1001118,BOL2024101118,Singapore,New York/New Jersey,GlobalMar,STANDARD_OCEAN,68,22683.51,HIGH,2024-06-28,2024-07-24,2024-07-24,0,2024-07-30,2024-08-03,2024-07-31,2024-07-24,2024-08-12,2024-06-27,2024-06-24,2024-06-28,2024-07-26,2,4,1,3,9,19,0.0,5158.33,564.75,0.0,0.0,993.23,0.0,0.0,564.75,6716.3099999999995,0,0,WAIT_AND_MONITOR
CONT1001119,BOL2024101119,Busan,Long Beach,PacificLine,STANDARD_OCEAN,29,26063.65,MEDIUM,2024-02-03,2024-03-02,2024-03-04,2,2024-03-07,2024-03-13,2024-03-12,2024-03-04,2024-03-20,2024-02-02,2024-01-28,2024-02-03,2024-03-07,3,0,5,1,7,16,0.0,4698.13,0.0,0.0,0.0,896.57,0.0,0.0,0.0,5594.7,0,0,WAIT_AND_MONITOR
CONT1001120,BOL2024101120,Ningbo,Savannah,OceanBridge,STANDARD_OCEAN,113,25342.29,MEDIUM,2025-05-22,2025-07-03,2025-07-03,0,2025-07-06,2025-07-15,2025-07-11,2025-07-03,2025-07-18,2025-05-19,2025-05-15,2025-05-22,2025-07-04,1,2,5,4,3,15,0.0,2968.67,388.85,0.0,0.0,632.7,0.0,0.0,388.85,3990.22,0,0,WAIT_AND_MONITOR
CONT1001121,BOL2024101121,Busan,Long Beach,NorthStar,STANDARD_OCEAN,61,61812.15,MEDIUM,2025-10-14,2025-11-06,2025-11-06,0,2025-11-08,2025-11-13,2025-11-11,2025-11-06,2025-11-21,2025-10-12,2025-10-06,2025-10-14,2025-11-07,1,1,3,2,8,15,0.0,2975.53,629.75,0.0,0.0,449.56,0.0,0.0,629.75,4054.84,0,0,WAIT_AND_MONITOR
CONT1001122,BOL2024101122,Ho Chi Minh,Houston,GlobalMar,STANDARD_OCEAN,75,91940.95,MEDIUM,2024-02-25,2024-04-03,2024-04-04,1,2024-04-08,2024-04-14,2024-04-10,2024-04-04,2024-04-24,2024-02-22,2024-02-21,2024-02-25,2024-04-05,1,3,2,4,10,20,305.81,3022.85,0.0,0.0,0.0,364.03,0.0,0.0,305.81,3692.69,0,0,WAIT_AND_MONITOR
CONT1001123,BOL2024101123,Shanghai,Los Angeles,OceanBridge,PREMIUM_OCEAN,85,23811.57,MEDIUM,2025-04-20,2025-05-16,2025-05-16,0,2025-05-21,2025-05-21,2025-05-21,2025-05-16,2025-05-23,2025-04-17,2025-04-13,2025-04-20,2025-05-16,0,5,0,0,2,7,635.27,7032.01,169.98,0.0,0.0,645.61,0.0,0.0,805.25,8482.869999999999,1,0,WAIT_AND_MONITOR
CONT1001124,BOL2024101124,Busan,Houston,PacificLine,STANDARD_OCEAN,107,52464.06,MEDIUM,2024-08-27,2024-09-26,2024-10-05,9,2024-10-07,2024-10-09,2024-10-07,2024-10-05,2024-10-15,2024-08-26,2024-08-24,2024-08-27,2024-10-05,0,2,0,2,6,10,0.0,4094.12,305.03,1220.03,0.0,699.89,0.0,0.0,1525.06,6319.07,1,1,PRE_PULL_OR_PRIORITY_DRAYAGE
CONT1001125,BOL2024101125,Busan,Seattle,OceanBridge,STANDARD_OCEAN,81,72053.38,LOW,2025-06-27,2025-07-28,2025-08-07,10,2025-08-09,2025-08-11,2025-08-11,2025-08-07,2025-08-17,2025-06-24,2025-06-23,2025-06-27,2025-08-08,1,1,2,0,6,10,0.0,3835.42,633.74,0.0,0.0,662.76,0.0,0.0,633.74,5131.92,0,1,WAIT_AND_MONITOR
CONT1001126,BOL2024101126,Busan,New York/New Jersey,GlobalMar,STANDARD_OCEAN,18,13290.57,LOW,2025-06-26,2025-08-04,2025-08-12,8,2025-08-18,2025-08-21,2025-08-20,2025-08-12,2025-08-26,2025-06-24,2025-06-19,2025-06-26,2025-08-15,3,3,2,1,5,14,688.52,2921.61,0.0,0.0,0.0,311.45,0.0,271.58,960.0999999999999,4193.16,1,1,WAIT_AND_MONITOR
CONT1001127,BOL2024101127,Shanghai,Savannah,GlobalMar,STANDARD_OCEAN,77,38121.57,HIGH,2025-03-18,2025-04-24,2025-04-25,1,2025-04-27,2025-05-01,2025-04-28,2025-04-25,2025-05-03,2025-03-17,2025-03-13,2025-03-18,2025-04-26,1,1,1,3,2,8,0.0,5115.69,0.0,0.0,0.0,1074.8,0.0,0.0,0.0,6190.49,0,0,WAIT_AND_MONITOR
CONT1001128,BOL2024101128,Yantian,Seattle,GlobalMar,STANDARD_OCEAN,108,87246.67,HIGH,2024-04-10,2024-05-06,2024-05-09,3,2024-05-13,2024-05-21,2024-05-17,2024-05-09,2024-05-29,2024-04-07,2024-04-03,2024-04-10,2024-05-12,3,1,4,4,8,20,0.0,4234.58,594.05,0.0,0.0,474.91,0.0,0.0,594.05,5303.54,0,0,WAIT_AND_MONITOR
CONT1001129,BOL2024101129,Busan,Houston,OceanBridge,STANDARD_OCEAN,57,89846.55,LOW,2025-08-25,2025-10-06,2025-10-06,0,2025-10-07,2025-10-13,2025-10-12,2025-10-06,2025-10-21,2025-08-23,2025-08-17,2025-08-25,2025-10-07,1,0,5,1,8,15,0.0,4111.4,190.99,0.0,0.0,757.08,755.19,0.0,946.1800000000001,5814.66,1,0,WAIT_AND_MONITOR
CONT1001130,BOL2024101130,Ho Chi Minh,Seattle,OceanBridge,STANDARD_OCEAN,10,78592.69,MEDIUM,2024-11-16,2024-12-21,2024-12-29,8,2025-01-02,2025-01-08,2025-01-05,2024-12-29,2025-01-16,2024-11-15,2024-11-13,2024-11-16,2024-12-30,1,3,3,3,8,18,0.0,3151.89,564.6,507.54,745.07,398.19,0.0,475.79,2293.0,5843.08,1,1,PRE_PULL_OR_PRIORITY_DRAYAGE
CONT1001131,BOL2024101131,Singapore,Los Angeles,BlueWave,STANDARD_OCEAN,33,34511.0,HIGH,2024-01-13,2024-02-13,2024-02-16,3,2024-02-21,2024-02-29,2024-02-25,2024-02-16,2024-03-03,2024-01-12,2024-01-09,2024-01-13,2024-02-18,2,3,4,4,3,16,0.0,3161.91,0.0,0.0,0.0,516.83,0.0,0.0,0.0,3678.74,0,0,WAIT_AND_MONITOR
CONT1001132,BOL2024101132,Ho Chi Minh,Los Angeles,NorthStar,STANDARD_OCEAN,80,20658.57,MEDIUM,2024-12-25,2025-01-19,2025-01-22,3,2025-01-30,2025-02-05,2025-02-03,2025-01-22,2025-02-11,2024-12-24,2024-12-19,2024-12-25,2025-01-25,3,5,4,2,6,20,728.54,3158.02,0.0,0.0,0.0,693.87,0.0,0.0,728.54,4580.43,0,0,WAIT_AND_MONITOR
CONT1001133,BOL2024101133,Yantian,Long Beach,BlueWave,STANDARD_OCEAN,31,40804.45,HIGH,2024-01-25,2024-03-02,2024-03-02,0,2024-03-03,2024-03-08,2024-03-04,2024-03-02,2024-03-13,2024-01-23,2024-01-22,2024-01-25,2024-03-02,0,1,1,4,5,11,325.27,4201.09,498.73,0.0,0.0,410.59,0.0,0.0,824.0,5435.68,1,0,WAIT_AND_MONITOR
CONT1001134,BOL2024101134,Shanghai,Savannah,OceanBridge,PREMIUM_OCEAN,30,38962.65,LOW,2025-09-05,2025-09-22,2025-09-22,0,2025-09-23,2025-09-29,2025-09-28,2025-09-22,2025-10-05,2025-09-03,2025-08-28,2025-09-05,2025-09-23,1,0,5,1,6,13,0.0,9287.33,408.31,0.0,0.0,1950.97,1025.59,0.0,1433.8999999999999,12672.199999999999,1,0,WAIT_AND_MONITOR
CONT1001135,BOL2024101135,Ho Chi Minh,Long Beach,NorthStar,STANDARD_OCEAN,55,9356.28,MEDIUM,2025-11-03,2025-12-15,2025-12-15,0,2025-12-17,2025-12-24,2025-12-21,2025-12-15,2025-12-25,2025-10-31,2025-10-29,2025-11-03,2025-12-15,0,2,4,3,1,10,386.23,3703.73,200.04,0.0,0.0,616.15,0.0,0.0,586.27,4906.15,0,0,WAIT_AND_MONITOR
CONT1001136,BOL2024101136,Shanghai,Houston,OceanBridge,STANDARD_OCEAN,127,20835.03,LOW,2024-09-16,2024-10-13,2024-10-13,0,2024-10-17,2024-10-21,2024-10-19,2024-10-13,2024-10-25,2024-09-13,2024-09-09,2024-09-16,2024-10-16,3,1,2,2,4,12,0.0,3116.13,228.48,0.0,0.0,658.53,0.0,0.0,228.48,4003.14,0,0,WAIT_AND_MONITOR
CONT1001137,BOL2024101137,Singapore,Los Angeles,NorthStar,STANDARD_OCEAN,117,52033.11,LOW,2024-10-10,2024-11-21,2024-12-01,10,2024-12-04,2024-12-07,2024-12-06,2024-12-01,2024-12-08,2024-10-08,2024-10-03,2024-10-10,2024-12-01,0,3,2,1,1,7,0.0,2896.88,0.0,0.0,558.27,290.14,0.0,413.9,972.17,4159.19,1,1,WAIT_AND_MONITOR
CONT1001138,BOL2024101138,Singapore,Houston,GlobalMar,STANDARD_OCEAN,26,109063.85,HIGH,2024-09-20,2024-10-13,2024-10-19,6,2024-10-23,2024-10-29,2024-10-26,2024-10-19,2024-11-04,2024-09-19,2024-09-12,2024-09-20,2024-10-21,2,2,3,3,6,16,0.0,2919.46,402.79,0.0,233.37,268.06,439.71,0.0,1075.87,4263.39,1,0,WAIT_AND_MONITOR
CONT1001139,BOL2024101139,Yantian,Los Angeles,NorthStar,STANDARD_OCEAN,23,62606.67,MEDIUM,2025-02-01,2025-03-01,2025-03-15,14,2025-03-23,2025-03-25,2025-03-23,2025-03-15,2025-04-03,2025-01-30,2025-01-29,2025-02-01,2025-03-18,3,5,0,2,9,19,0.0,4141.2,234.01,0.0,1064.31,391.79,968.79,670.77,2937.88,7470.87,1,1,UPGRADE_TO_PREMIUM_OPTION
CONT1001140,BOL2024101140,Yantian,Seattle,OceanBridge,STANDARD_OCEAN,133,60580.26,LOW,2025-03-27,2025-04-16,2025-04-17,1,2025-04-22,2025-04-26,2025-04-26,2025-04-17,2025-05-01,2025-03-26,2025-03-24,2025-03-27,2025-04-17,0,5,4,0,5,14,0.0,3729.7,0.0,0.0,0.0,408.07,0.0,0.0,0.0,4137.7699999999995,0,0,WAIT_AND_MONITOR
CONT1001141,BOL2024101141,Ningbo,Savannah,NorthStar,STANDARD_OCEAN,133,118225.59,LOW,2024-07-01,2024-08-08,2024-08-10,2,2024-08-16,2024-08-19,2024-08-19,2024-08-10,2024-08-24,2024-06-30,2024-06-25,2024-07-01,2024-08-13,3,3,3,0,5,14,0.0,3656.22,615.15,0.0,0.0,639.34,0.0,0.0,615.15,4910.709999999999,0,0,WAIT_AND_MONITOR
CONT1001142,BOL2024101142,Shanghai,Long Beach,PacificLine,STANDARD_OCEAN,35,34565.88,MEDIUM,2025-03-17,2025-04-10,2025-04-12,2,2025-04-16,2025-04-23,2025-04-20,2025-04-12,2025-04-30,2025-03-15,2025-03-09,2025-03-17,2025-04-14,2,2,4,3,7,18,0.0,2824.05,533.1,0.0,0.0,267.07,0.0,0.0,533.1,3624.2200000000003,0,0,WAIT_AND_MONITOR
CONT1001143,BOL2024101143,Busan,Houston,GlobalMar,STANDARD_OCEAN,26,90336.11,LOW,2024-04-15,2024-05-04,2024-05-13,9,2024-05-16,2024-05-23,2024-05-21,2024-05-13,2024-06-01,2024-04-13,2024-04-07,2024-04-15,2024-05-14,1,2,5,2,9,19,638.3,3062.05,0.0,0.0,0.0,631.16,0.0,0.0,638.3,4331.51,0,1,WAIT_AND_MONITOR
CONT1001144,BOL2024101144,Shanghai,Savannah,GlobalMar,STANDARD_OCEAN,46,66399.93,LOW,2025-04-01,2025-04-19,2025-05-11,22,2025-05-15,2025-05-18,2025-05-15,2025-05-11,2025-05-20,2025-03-30,2025-03-28,2025-04-01,2025-05-13,2,2,0,3,2,9,549.74,2596.22,366.37,2790.99,1881.41,355.29,0.0,652.77,6241.28,9192.79,1,1,PRE_PULL_OR_PRIORITY_DRAYAGE
CONT1001145,BOL2024101145,Singapore,Houston,BlueWave,STANDARD_OCEAN,107,47631.37,LOW,2024-02-08,2024-03-18,2024-03-23,5,2024-03-29,2024-03-29,2024-03-29,2024-03-23,2024-04-01,2024-02-05,2024-01-30,2024-02-08,2024-03-25,2,4,0,0,3,9,0.0,2484.07,626.32,0.0,79.61,254.5,0.0,0.0,705.9300000000001,3444.5000000000005,0,0,WAIT_AND_MONITOR
CONT1001146,BOL2024101146,Yantian,Long Beach,GlobalMar,STANDARD_OCEAN,139,55214.51,MEDIUM,2025-02-04,2025-03-12,2025-03-23,11,2025-03-24,2025-03-27,2025-03-25,2025-03-23,2025-03-29,2025-02-03,2025-01-26,2025-02-04,2025-03-24,1,0,1,2,2,6,0.0,3976.64,234.58,0.0,0.0,364.27,0.0,0.0,234.58,4575.49,0,1,UPGRADE_TO_PREMIUM_OPTION
CONT1001147,BOL2024101147,Singapore,New York/New Jersey,NorthStar,STANDARD_OCEAN,25,17646.88,LOW,2025-03-22,2025-04-21,2025-04-21,0,2025-04-22,2025-04-22,2025-04-22,2025-04-21,2025-04-23,2025-03-19,2025-03-18,2025-03-22,2025-04-22,1,0,0,0,1,2,0.0,3692.14,210.98,0.0,0.0,423.25,938.91,0.0,1149.8899999999999,5265.279999999999,1,0,WAIT_AND_MONITOR
CONT1001148,BOL2024101148,Ho Chi Minh,Long Beach,BlueWave,STANDARD_OCEAN,131,44711.23,LOW,2025-01-28,2025-03-09,2025-03-17,8,2025-03-18,2025-03-25,2025-03-22,2025-03-17,2025-03-31,2025-01-26,2025-01-20,2025-01-28,2025-03-17,0,1,4,3,6,14,0.0,2661.87,370.49,0.0,0.0,310.23,1018.92,170.62,1560.03,4532.129999999999,1,1,WAIT_AND_MONITOR
CONT1001149,BOL2024101149,Shanghai,Savannah,PacificLine,STANDARD_OCEAN,85,72825.62,HIGH,2025-01-02,2025-01-30,2025-02-01,2,2025-02-05,2025-02-05,2025-02-05,2025-02-01,2025-02-08,2024-12-30,2024-12-24,2025-01-02,2025-02-01,0,4,0,0,3,7,0.0,2611.6,0.0,0.0,0.0,367.4,0.0,0.0,0.0,2979.0,0,0,WAIT_AND_MONITOR
CONT1001150,BOL2024101150,Busan,Los Angeles,BlueWave,STANDARD_OCEAN,95,30403.3,LOW,2025-01-09,2025-02-13,2025-02-23,10,2025-02-24,2025-02-24,2025-02-24,2025-02-23,2025-02-25,2025-01-06,2025-01-05,2025-01-09,2025-02-23,0,1,0,0,1,2,0.0,2919.79,608.69,558.3,0.0,272.25,0.0,0.0,1166.99,4359.030000000001,1,1,WAIT_AND_MONITOR
CONT1001151,BOL2024101151,Shanghai,New York/New Jersey,GlobalMar,STANDARD_OCEAN,53,47716.54,LOW,2025-10-25,2025-11-18,2025-11-18,0,2025-11-20,2025-11-20,2025-11-20,2025-11-18,2025-11-27,2025-10-22,2025-10-19,2025-10-25,2025-11-19,1,1,0,0,7,9,0.0,4565.73,649.36,0.0,0.0,852.2,0.0,0.0,649.36,6067.289999999999,0,0,WAIT_AND_MONITOR
CONT1001152,BOL2024101152,Ho Chi Minh,Los Angeles,NorthStar,STANDARD_OCEAN,107,43821.54,MEDIUM,2024-07-14,2024-08-10,2024-08-10,0,2024-08-14,2024-08-18,2024-08-15,2024-08-10,2024-08-28,2024-07-11,2024-07-09,2024-07-14,2024-08-11,1,3,1,3,10,18,0.0,2710.69,0.0,0.0,0.0,302.88,0.0,0.0,0.0,3013.57,0,0,WAIT_AND_MONITOR
CONT1001153,BOL2024101153,Shanghai,Houston,GlobalMar,PREMIUM_OCEAN,56,51908.5,MEDIUM,2025-05-13,2025-05-29,2025-05-29,0,2025-06-03,2025-06-12,2025-06-08,2025-05-29,2025-06-13,2025-05-12,2025-05-05,2025-05-13,2025-06-01,3,2,5,4,1,15,322.86,7027.62,0.0,0.0,0.0,638.23,0.0,0.0,322.86,7988.71,0,0,WAIT_AND_MONITOR
CONT1001154,BOL2024101154,Ningbo,Los Angeles,OceanBridge,STANDARD_OCEAN,69,23936.47,HIGH,2024-01-26,2024-03-07,2024-03-07,0,2024-03-07,2024-03-09,2024-03-08,2024-03-07,2024-03-14,2024-01-25,2024-01-20,2024-01-26,2024-03-07,0,0,1,1,5,7,0.0,3539.77,557.28,0.0,0.0,771.04,0.0,0.0,557.28,4868.089999999999,0,0,WAIT_AND_MONITOR
CONT1001155,BOL2024101155,Busan,New York/New Jersey,BlueWave,PREMIUM_OCEAN,123,35801.73,LOW,2025-07-07,2025-07-30,2025-07-31,1,2025-08-06,2025-08-06,2025-08-06,2025-07-31,2025-08-10,2025-07-04,2025-07-03,2025-07-07,2025-08-01,1,5,0,0,4,10,0.0,8370.01,217.34,0.0,0.0,1072.26,0.0,0.0,217.34,9659.61,0,0,WAIT_AND_MONITOR
CONT1001156,BOL2024101156,Shanghai,Los Angeles,GlobalMar,STANDARD_OCEAN,18,39629.05,LOW,2024-02-27,2024-03-26,2024-04-01,6,2024-04-03,2024-04-10,2024-04-06,2024-04-01,2024-04-15,2024-02-25,2024-02-23,2024-02-27,2024-04-02,1,1,3,4,5,14,0.0,2803.83,0.0,284.5,0.0,488.52,1170.23,163.46,1618.19,4910.54,1,0,WAIT_AND_MONITOR
CONT1001157,BOL2024101157,Busan,Los Angeles,OceanBridge,STANDARD_OCEAN,125,43046.99,HIGH,2025-10-31,2025-12-09,2025-12-09,0,2025-12-12,2025-12-17,2025-12-15,2025-12-09,2025-12-23,2025-10-29,2025-10-24,2025-10-31,2025-12-11,2,1,3,2,6,14,0.0,3155.66,429.17,0.0,0.0,317.76,0.0,0.0,429.17,3902.59,0,0,WAIT_AND_MONITOR
CONT1001158,BOL2024101158,Singapore,Savannah,OceanBridge,STANDARD_OCEAN,26,18855.21,LOW,2025-08-16,2025-09-10,2025-09-14,4,2025-09-19,2025-09-26,2025-09-24,2025-09-14,2025-10-01,2025-08-15,2025-08-08,2025-08-16,2025-09-14,0,5,5,2,5,17,0.0,3254.25,0.0,0.0,0.0,641.18,1144.97,0.0,1144.97,5040.4,1,0,WAIT_AND_MONITOR
CONT1001159,BOL2024101159,Shanghai,Houston,OceanBridge,PREMIUM_OCEAN,19,46488.66,HIGH,2025-05-15,2025-05-29,2025-06-03,5,2025-06-03,2025-06-06,2025-06-03,2025-06-03,2025-06-12,2025-05-14,2025-05-06,2025-05-15,2025-06-03,0,0,0,3,6,9,0.0,6566.39,0.0,172.05,0.0,610.27,0.0,90.04,262.09000000000003,7438.75,0,0,WAIT_AND_MONITOR
CONT1001160,BOL2024101160,Ningbo,Houston,OceanBridge,STANDARD_OCEAN,20,24634.67,LOW,2024-01-15,2024-02-07,2024-02-10,3,2024-02-13,2024-02-21,2024-02-18,2024-02-10,2024-02-22,2024-01-14,2024-01-07,2024-01-15,2024-02-13,3,0,5,3,1,12,149.97,3284.26,369.27,0.0,0.0,391.5,0.0,0.0,519.24,4195.0,0,0,WAIT_AND_MONITOR
CONT1001161,BOL2024101161,Yantian,Los Angeles,NorthStar,STANDARD_OCEAN,24,35127.62,MEDIUM,2025-09-17,2025-10-10,2025-10-12,2,2025-10-14,2025-10-20,2025-10-18,2025-10-12,2025-10-30,2025-09-14,2025-09-09,2025-09-17,2025-10-12,0,2,4,2,10,18,0.0,3703.73,478.88,0.0,0.0,727.36,1223.46,0.0,1702.3400000000001,6133.43,1,0,WAIT_AND_MONITOR
